Restaurant ID,Restaurant name,Subzone,City,Order ID,Order Placed At,Order Status,Delivery,Distance,Items in order,Instructions,Discount construct,Bill subtotal,Packaging charges,Restaurant discount (Promo),"Restaurant discount (Flat offs, Freebies & others)",Gold discount,Brand pack discount,Total,Rating,Review,Cancellation / Rejection reason,Restaurant compensation (Cancellation),Restaurant penalty (Rejection),KPT duration (minutes),Rider wait time (minutes),Order Ready Marked,Customer complaint tag,Customer ID
21077127,Aura Pizzas,Sector 135,Delhi NCR,6359857302,"08:01 AM, September 12 2024",Delivered,Zomato Delivery,3km,"1 x All About Chicken Pizza, 1 x Desi Chicken Pepperoni Pizza",,Buy 1 Get 1 - ₹609.00,659.0,32.95,0.0,0.0,0.0,0.0,691.95,,,,,,13.28,0.3,Correctly,,a4b2828c8447ad364a6805aa59fa444138ab5351e05328948bd2baa728d66723
20635699,Aura Pizzas,Greater Kailash 2 (GK2),Delhi NCR,6490077039,"08:01 AM, September 12 2024",Delivered,Zomato Delivery,2km,2 x Peri Peri Paneer Pizza,,Buy 1 Get 1 - ₹579.00,579.0,28.95,0.0,0.0,0.0,0.0,607.95,,,,,,13.07,1.2,Correctly,,a256aae90e733f8bb178993cede0301ff9d1d2aa5d04df1a06fe53a43606dac6
20882652,Aura Pizzas,DLF Phase 1,Delhi NCR,6501274045,"08:01 AM, September 12 2024",Delivered,Zomato Delivery,7km,"1 x Masala Paneer Pide, 1 x Makhani Paneer Pizza",,Flat 15% off,998.0,43.16,134.73,0.0,0.0,0.0,906.43,,,,,,20.35,6.6,Correctly,,0fd29212a3466684633931e99c9c65ba67a6aaf44a23f65cdf8389ff45b34f51
21173951,Aura Pizzas,Vasant Kunj,Delhi NCR,6310284440,"08:01 AM, September 12 2024",Delivered,Zomato Delivery,1km,"1 x Bageecha Pizza, 1 x Fried Chicken Strips, 1 x Salted Crisper Fries, 1 x Herbed Potato, 1 x All About Chicken Pizza",,Flat Rs.200 off,2234.0,102.7,180.0,0.0,0.0,0.0,2156.7,,,,,,27.48,12.8,Incorrectly,,e8e5860d2fb3f512580b8452a72f8b6b8d5ea01b88b03de449159c3df7cafc8d
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6294403546,"08:01 AM, September 12 2024",Delivered,Zomato Delivery,6km,"1 x Bone in Jamaican Grilled Chicken, 1 x Animal Fries",,Buy 1 Get 1 - ₹355.00,585.0,29.25,0.0,0.0,0.0,0.0,614.25,,,,,,16.62,1.1,Correctly,,e17654cf45773e939acd01cd8f2daba5a05804ac09939faaa0c45aaa94b8c32a
20659868,Aura Pizzas,Sector 4,Delhi NCR,6455129250,"08:01 AM, September 12 2024",Delivered,Zomato Delivery,6km,"1 x Murgh Amritsari Garlic Bread, 1 x Peri Peri Grilled Chicken Pizza",,Flat 15% off,908.0,39.27,122.58,0.0,0.0,0.0,824.69,,,,,,16.62,1.3,Correctly,,8e9e9ef871f880c849ec7a5812b6c3bf7a120c87af6f111e1cf356adb12cc615
20635699,Aura Pizzas,Greater Kailash 2 (GK2),Delhi NCR,6514086519,"08:01 AM, September 12 2024",Delivered,Zomato Delivery,1km,"1 x Chilli Cheese Garlic Bread, 1 x Makhani Paneer Pizza",,,878.0,43.9,0.0,0.0,0.0,0.0,921.9,,,,,,15.85,0.5,Correctly,,7efb743c686c67e9af77a4ec44830bfd68dadd85e2f0fa503d5c7033d910996a
20659868,Aura Pizzas,Sector 4,Delhi NCR,6200166731,"08:02 AM, September 12 2024",Delivered,Zomato Delivery,8km,1 x All About Chicken Pizza,,Flat Rs.125 off,659.0,28.3,93.0,0.0,0.0,0.0,594.3,,,,,,18.02,13.7,Correctly,,6d67c6716b65a5699d2187b9704fbfddaedc7bf7947b70a1aac341a0e70b9fa0
21077127,Aura Pizzas,Sector 135,Delhi NCR,6239282079,"08:02 AM, September 12 2024",Delivered,Zomato Delivery,16km,"1 x Bageecha Pizza, 2 x Chilli Cheese Garlic Bread, 1 x Makhani Paneer Pizza",,Flat Rs.200 off,1696.0,74.8,200.0,0.0,0.0,0.0,1570.8,,,,,,16.77,9.8,Correctly,,1bf8bc596e64e8dd4a0c1280f70cc911934c1b1e068a8fe19fc89667c5e6c18f
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6185067651,"08:02 AM, September 12 2024",Delivered,Zomato Delivery,5km,1 x Bone in Jamaican Grilled Chicken,,50% off upto Rs.100,310.0,10.5,100.0,0.0,0.0,0.0,220.5,,,,,,18.85,0.4,Correctly,,33659c0b3ec359bb2fa4954ea315ee16b581e41f004301ea8028eb59c26f7fc2
20635699,Aura Pizzas,Greater Kailash 2 (GK2),Delhi NCR,6143745233,"08:02 AM, September 12 2024",Delivered,Zomato Delivery,4km,1 x Murgh Amritsari Seekh Pide,,60% off upto Rs.120,349.0,12.5,99.0,0.0,0.0,0.0,262.5,,,,,,11.8,7.1,Correctly,,f8320105e5a25d40e458a576a9c183de27b39875aa6597dccb1bcf830ab336e5
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6393601657,"08:02 AM, September 12 2024",Delivered,Zomato Delivery,<1km,1 x Bone in Jamaican Grilled Chicken,,Flat Rs.175 off,1045.0,44.4,157.0,0.0,0.0,0.0,932.4,,,,,,18.07,0.8,Correctly,,d8180eb413b840a12e04c206ba24718d947514b5bfaa638a0c6116af9eb902f9
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6149657004,"08:03 AM, September 12 2024",Delivered,Zomato Delivery,2km,1 x Grilled Chicken Peri Peri Tender,,50% off upto Rs.100,605.0,25.25,100.0,0.0,0.0,0.0,530.25,,,,,,14.08,5.2,Correctly,,6c5db7128ef17da9f1fa58dec12eace9fba76b87a75973f1dab2bffbf8653f27
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6242684438,"08:03 AM, September 12 2024",Delivered,Zomato Delivery,4km,"1 x Bone in Smoky Bbq Grilled Chicken, 1 x Fried Chicken Ghostbuster Tender",,50% off upto Rs.100,635.0,26.75,100.0,0.0,0.0,0.0,561.75,,,,,,20.9,4.0,Correctly,,da49b462d3c70ca7606d437b5b20c0567662f7cfded3fffdde5c764fad3b0cc5
20659868,Aura Pizzas,Sector 4,Delhi NCR,6363111526,"08:03 AM, September 12 2024",Delivered,Zomato Delivery,7km,1 x Bageecha Pizza,,Flat Rs.100 off,599.0,24.95,100.0,0.0,0.0,0.0,523.95,,,,,,19.27,1.4,Correctly,,cb9522f27b27206f333f7d5ea342768b0da8adcb72c3b44e75cf4a0171ce0e1b
20635699,Aura Pizzas,Greater Kailash 2 (GK2),Delhi NCR,6177895014,"08:04 AM, September 12 2024",Delivered,Zomato Delivery,5km,"1 x Jamaican Chicken Melt, 1 x Just Pepperoni Pizza",,Buy 1 Get 1 - ₹538.00,728.0,36.4,0.0,0.0,0.0,0.0,764.4,,,,,,23.15,1.5,Correctly,,64a8f0de039957f2009061cacf75e312734b5e467c538aeb94e5848572573c28
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6190825648,"08:04 AM, September 12 2024",Delivered,Zomato Delivery,2km,"1 x Fried Chicken Peri Peri Tender, 1 x Fried Chicken Classic Tender",,,650.0,16.25,0.0,325.0,0.0,0.0,341.25,,,,,,19.3,1.1,Correctly,,220c3994b3e9ae4c948d52c86f70419a9e5f89b9618e53d5a9be4213886a76f5
20882652,Aura Pizzas,DLF Phase 1,Delhi NCR,6483639216,"08:04 AM, September 12 2024",Delivered,Zomato Delivery,<1km,1 x Mushroom Pizza,,,609.0,0.0,0.0,0.0,0.0,0.0,609.0,,,,,,,,Missed,,a5294eb7c20e51c0edf49e53306682b76cffc0ef727eaa95bbab5af3c3fda779
21143186,Tandoori Junction,Greater Kailash 2 (GK2),Delhi NCR,6275375801,"08:04 AM, September 12 2024",Delivered,Zomato Delivery,1km,"1 x Peri Peri Boneless Grilled Chicken Breast, 1 x Peri Peri Fries",,,898.0,53.88,0.0,0.0,0.0,0.0,951.88,,,,,,22.95,0.5,Correctly,,c60c809f89dd8bc9fc6ff2ebc4c7e9784e459d8d56b9ee696995227eb8d46e6c
20635699,Aura Pizzas,Greater Kailash 2 (GK2),Delhi NCR,6392239320,"08:04 AM, September 12 2024",Delivered,Zomato Delivery,6km,1 x Bageecha Pizza,,50% off upto Rs.100,599.0,24.95,100.0,0.0,0.0,0.0,523.95,,,,,,21.67,1.4,Correctly,,d5999401e5e32e6b99412e528cadd744f3b9ddd45053c33006af301de47de2f8
20659868,Aura Pizzas,Sector 4,Delhi NCR,6211970364,"08:04 AM, September 12 2024",Delivered,Zomato Delivery,2km,"1 x Murgh Amritsari Seekh Melt, 1 x Peri Peri Crisper Fries",,Flat Rs.200 off,858.0,32.9,200.0,0.0,0.0,0.0,690.9,,,,,,19.27,10.6,Correctly,,8d0fbe2378a0f248e68cf3c1d542df324a09332bc47b056d2636a57693d71033
21309083,Swaad,Shahdara,Delhi NCR,6420520376,"08:04 AM, September 12 2024",Delivered,Zomato Delivery,1km,"1 x Bone in Kabuli Grilled Chicken, 1 x Grilled Chicken Peri Peri Tender",,,620.0,15.5,0.0,310.0,0.0,0.0,325.5,2.0,,,,,21.8,1.4,Correctly,,792dd650534c5f95b9aa05707d7a76bbf8473711742251bde9ded464769b45ee
20659868,Aura Pizzas,Sector 4,Delhi NCR,6270608251,"08:05 AM, September 12 2024",Delivered,Zomato Delivery,5km,2 x Jamaican Chicken Melt,,Buy 1 Get 1 - ₹479.00,479.0,23.95,0.0,0.0,0.0,0.0,502.95,,,,,,11.53,1.3,Correctly,,a26fde6458701831d026dea07cc6d92246f324a8d93ebf145b73bb12322be4b4
20882652,Aura Pizzas,DLF Phase 1,Delhi NCR,6379533675,"08:05 AM, September 12 2024",Delivered,Zomato Delivery,3km,2 x Jamaican Chicken Melt,,Buy 1 Get 1 - ₹479.00,479.0,23.95,0.0,0.0,0.0,0.0,502.95,,,,,,15.5,2.6,Correctly,Non-refunded complaint,ea68e139ba16ac3a9dc2fc3022f2316fb1bc53a38b994d3ae66beb575d91351c
20882652,Aura Pizzas,DLF Phase 1,Delhi NCR,6341071124,"08:05 AM, September 12 2024",Delivered,Zomato Delivery,7km,"1 x Murgh Amritsari Seekh Pide, 1 x Chilli Cheese Garlic Bread",,Buy 1 Get 1 - ₹259.00,349.0,17.45,0.0,0.0,0.0,0.0,366.45,5.0,,,,,20.38,3.8,Correctly,,5619fc9f46d1819915c3c9bda1522b850a4b5e23be868c5faf84e4c636740273
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6462232109,"08:05 AM, September 12 2024",Delivered,Zomato Delivery,3km,1 x Grilled Chicken Peri Peri Tender,,,310.0,0.0,0.0,0.0,0.0,0.0,310.0,,,,,,,,Missed,,217820b4797bea3a253932c8d99151677e668abde503deddb22ffec936078dad
20635699,Aura Pizzas,Greater Kailash 2 (GK2),Delhi NCR,6532542262,"08:05 AM, September 12 2024",Delivered,Zomato Delivery,5km,"1 x Bageecha Pizza, 1 x Margherita Pizza",,Flat Rs.175 off,1118.0,48.05,157.0,0.0,0.0,0.0,1009.05,5.0,,,,,29.63,2.9,Correctly,,2e99c347f388177b6daab637be6d8fd5b0714343a0d4fd5b7242bba89df21931
21077127,Aura Pizzas,Sector 135,Delhi NCR,6497153025,"08:05 AM, September 12 2024",Delivered,Zomato Delivery,15km,"1 x Loaded Pork Pepperoni Pizza, 1 x Fried Chicken Tenders",,Flat Rs.175 off,1269.0,54.7,175.0,0.0,0.0,0.0,1148.7,,,,,,19.98,7.9,Correctly,,541961322fd448b6376edac37aecd56c8eda8babe28256ebdfa217a3afe52765
20635699,Aura Pizzas,Greater Kailash 2 (GK2),Delhi NCR,6207238686,"08:05 AM, September 12 2024",Delivered,Zomato Delivery,3km,"1 x Murgh Amritsari Garlic Bread, 1 x Jamaican Chicken Melt, 1 x Chicken Pepperoni Pizza",,Flat Rs.200 off,1367.0,62.75,112.0,0.0,0.0,0.0,1317.75,,,,,,16.5,7.7,Correctly,,f9cbaffb8fb71967171555d154e58e919d1014181b10fb6987af81b5e4fd4964
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6294385989,"08:05 AM, September 12 2024",Delivered,Zomato Delivery,3km,4 x Grilled Chicken Jamaican Tender,,,1740.0,87.0,0.0,0.0,0.0,0.0,1827.0,,,,,,15.37,0.4,Correctly,,12b07b9c3370baa5dd15fbfbc43c3dbc379fe66f73dbda9526c651d3fe501507
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6198839234,"08:05 AM, September 12 2024",Delivered,Zomato Delivery,6km,"1 x Fried Chicken Peri Peri Tender, 1 x Bone in Peri Peri Grilled Chicken",,,1045.0,29.25,0.0,460.0,0.0,0.0,614.25,,,,,,22.03,0.3,Correctly,,ed48d35ed16fdf2e9e7fd89258671bd7280e87013be04de7e10276029acba530
20635699,Aura Pizzas,Greater Kailash 2 (GK2),Delhi NCR,6378114610,"08:05 AM, September 12 2024",Delivered,Zomato Delivery,3km,"1 x Peri Peri Paneer Melt, 1 x Mushroom Mozzarella Melt",,Buy 1 Get 1 - ₹449.00,459.0,22.95,0.0,0.0,0.0,0.0,481.95,,,,,,13.82,1.5,Correctly,,8e513cadd98dab1fab31a98ef4727c97a5ef1b484b23fb9f3c8cc8060bd028d7
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6332735717,"08:05 AM, September 12 2024",Delivered,Zomato Delivery,2km,"1 x Fried Chicken Angara Tender, 1 x Grilled Chicken Jamaican Tender",,40% off upto Rs.80,635.0,27.75,80.0,0.0,0.0,0.0,582.75,,,,,,13.43,1.7,Correctly,,b02f742e4d14fa006a0411bc734f492742c27e41fd156a7b41dd40cf2b2d7795
20320607,Swaad,Sector 4,Delhi NCR,6197459363,"08:05 AM, September 12 2024",Delivered,Zomato Delivery,8km,"2 x Bone in Smoky Bbq Grilled Chicken, 2 x Bone in Jamaican Grilled Chicken Quarter + Angara Rice",,,2110.0,52.75,0.0,1055.0,0.0,0.0,1107.75,,,,,,28.95,10.2,Correctly,,fa35a1c67a2ad6f7fdbf720c68ae3f03e193124d869cd37e9e146ec0c75bbd75
21077127,Aura Pizzas,Sector 135,Delhi NCR,6463044000,"08:06 AM, September 12 2024",Delivered,Zomato Delivery,7km,"1 x Peri Peri Paneer Pizza, 1 x Bageecha Pizza",,Flat Rs.175 off,1378.0,60.15,175.0,0.0,0.0,0.0,1263.15,,,,,,16.37,4.7,Correctly,,b5acc789b30afca053a2138cb43a096270c9d1c2be1d6d604980babfc6dcb703
20635699,Aura Pizzas,Greater Kailash 2 (GK2),Delhi NCR,6494740694,"08:06 AM, September 12 2024",Delivered,Zomato Delivery,3km,1 x Jamaican Chicken Melt,,50% off upto Rs.100,479.0,19.45,90.0,0.0,0.0,0.0,408.45,,,,,,12.5,0.9,Correctly,,9cd23dcbb7bfa82e66a4687a8293bbbe48815b2e1f3c126c654c7d3046eee478
20320607,Swaad,Sector 4,Delhi NCR,6451047496,"08:06 AM, September 12 2024",Delivered,Zomato Delivery,2km,1 x Fried Chicken Classic Tender,,60% off upto Rs.120,325.0,11.75,90.0,0.0,0.0,0.0,246.75,,,,,,8.93,1.5,Correctly,,b76c5b82ff3056fa18a9721539fa5cc781c1c874c73eb078476729705519740a
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6492450154,"08:06 AM, September 12 2024",Delivered,Zomato Delivery,5km,1 x Grilled Chicken Jamaican Boneless Breast,,50% off upto Rs.100,325.0,11.75,90.0,0.0,0.0,0.0,246.75,,,,,,16.47,6.7,Correctly,,dbae4da707e0d793aa8c6e5f524bb36ba4aa909c994960d605026cf6e1bde74f
20882713,Swaad,DLF Phase 1,Delhi NCR,6344395505,"08:07 AM, September 12 2024",Delivered,Zomato Delivery,6km,1 x Bone in Jamaican Grilled Chicken .,,50% off upto Rs.100,310.0,10.5,100.0,0.0,0.0,0.0,220.5,,,,,,23.3,5.4,Incorrectly,,e35aaba17ac339d1b45eeb20af734d458f424e451444c7fa1fc399043eb3d72a
20659868,Aura Pizzas,Sector 4,Delhi NCR,6549482145,"08:07 AM, September 12 2024",Delivered,Zomato Delivery,2km,1 x Chilli Cheese Garlic Bread,,60% off upto Rs.120,269.0,8.95,90.0,0.0,0.0,0.0,187.95,,,,,,17.55,2.2,Correctly,,a5defdb4fa87c56763fde4eb3013af19912f81d64fd0338e7767ad5b657cb590
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6429236324,"08:07 AM, September 12 2024",Delivered,Zomato Delivery,9km,"1 x Bone in Peri Peri Grilled Chicken, 1 x Grilled Chicken Smoky BBQ Tangdi",,Flat 15% off,715.0,30.92,96.53,0.0,0.0,0.0,649.39,,,,,,23.03,2.9,Correctly,,286a846497cc0de69b6381827e0f695af1979ba06b53856ba912fc011674fb07
21077127,Aura Pizzas,Sector 135,Delhi NCR,6309471054,"08:07 AM, September 12 2024",Delivered,Zomato Delivery,5km,"1 x Bageecha Pizza, 1 x Cafreal Sauce",,50% off upto Rs.100,659.0,27.95,100.0,0.0,0.0,0.0,586.95,4.0,,,,,13.52,6.3,Incorrectly,,884e5966ceace2c5a4e8949b9ba3196153314568b348f62cc92d6da807469269
20882652,Aura Pizzas,DLF Phase 1,Delhi NCR,6484718472,"08:07 AM, September 12 2024",Delivered,Zomato Delivery,5km,"1 x Bacon Pepperoni Melt, 1 x Fried Chicken Tenders",,Flat 15% off,959.0,41.48,129.47,0.0,0.0,0.0,871.01,,,,,,18.53,0.3,Correctly,,cf35e0319f70b993de048c3fec396c97eb1eda998249d30a472f4d51788ba22c
20635699,Aura Pizzas,Greater Kailash 2 (GK2),Delhi NCR,6229759870,"08:07 AM, September 12 2024",Delivered,Zomato Delivery,<1km,1 x Margherita Pizza,,60% off upto Rs.120,459.0,18.0,99.0,0.0,0.0,0.0,378.0,5.0,"Excellent food quality. Amazing taste. Havent had a pizza this prime in quality ever in delhi, suggestion:: add pastas, healthy bersion, not maida ones, if possible",,,,15.53,2.0,Correctly,,317ea175a316a26e2277a81388a7418884adad52448c64eede2a9c687f85b402
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6439859098,"08:07 AM, September 12 2024",Delivered,Zomato Delivery,4km,"1 x Fried Chicken Angara Tender, 1 x Harissa Mayo",,50% off upto Rs.100,520.0,21.5,90.0,0.0,0.0,0.0,451.5,,,,,,16.63,1.4,Correctly,,670ad38006d7a9dbe3142f85864704a079b6c69a201daebfcb3ba38278f1a5e5
21077127,Aura Pizzas,Sector 135,Delhi NCR,6214801370,"08:07 AM, September 12 2024",Delivered,Zomato Delivery,5km,1 x Makhani Paneer Pizza,,60% off upto Rs.120,628.0,26.45,99.0,0.0,0.0,0.0,555.45,,,,,,15.2,4.0,Correctly,,fd93c977f4f3d7eb856980ea8a2e6e47fba083735891b21513be3f93e6e29a76
20882713,Swaad,DLF Phase 1,Delhi NCR,6422644701,"08:07 AM, September 12 2024",Delivered,Zomato Delivery,1km,"1 x Bone in Peri Peri Grilled Chicken, 1 x Bone in Angara Grilled Chicken",,Flat 20% off,1630.0,66.83,293.4,0.0,0.0,0.0,1403.43,,,,,,23.62,1.8,Correctly,,80365cd87910d9797da42a05e79a3e1c600a4ea956f2c005181f29e0908edf77
20320607,Swaad,Sector 4,Delhi NCR,6354593799,"08:07 AM, September 12 2024",Delivered,Zomato Delivery,5km,1 x Bone in Smoky Bbq Grilled Chicken,Order: Please provide leg piece part,60% off upto Rs.120,310.0,10.55,99.0,0.0,0.0,0.0,221.55,,,,,,26.95,5.7,Correctly,,545e389a04d9ea87f6e3c27aac5a0f8d883a658e06b703daa1d40514138a1e78
20320607,Swaad,Sector 4,Delhi NCR,6572755124,"08:07 AM, September 12 2024",Delivered,Zomato Delivery,6km,"1 x Grilled Chicken Angara Tender, 1 x Fried Chicken Kabuli Tender",,Buy 1 Get 1 - ₹310.00,325.0,16.25,0.0,0.0,0.0,0.0,341.25,,,,,,11.88,1.0,Correctly,,1fcf1a4b9f23f4d1f18086c72f51659a69b693acef541cc10aae0ef0e31879b4
21309083,Swaad,Sector 135,Delhi NCR,6143590415,"08:07 AM, September 12 2024",Delivered,Zomato Delivery,7km,1 x Fried Chicken Ghostbuster Tender,,,689.0,34.45,0.0,0.0,0.0,0.0,723.45,,,,,,,0.7,Missed,,21a303cfa6d68d74e7e340ea0fcf583f6c28cd2f044efaed51fe3239355ac73f
21077127,Aura Pizzas,Sector 135,Delhi NCR,6551179865,"08:07 AM, September 12 2024",Delivered,Zomato Delivery,5km,1 x Grilled Chicken Tangdi,,50% off upto Rs.100,269.0,8.95,90.0,0.0,0.0,0.0,187.95,,,,,,14.83,7.6,Correctly,,332ef2b4c21cc1761b6c0ac36adba75efebd954d629d8a2db3a9b680104b01fd
20659868,Aura Pizzas,Sector 4,Delhi NCR,6217888338,"08:07 AM, September 12 2024",Delivered,Zomato Delivery,14km,1 x Makhani Paneer Pizza,,Flat Rs.200 off,749.0,27.45,200.0,0.0,0.0,0.0,576.45,,,,,,23.0,17.5,Correctly,,07c8d54ff79a056b897df64ebc5285431768e6c1554c4732a180f11e66074223
20659868,Aura Pizzas,Sector 4,Delhi NCR,6454733789,"08:07 AM, September 12 2024",Delivered,Zomato Delivery,2km,"1 x Herbed Potato, 1 x Bageecha Pizza",,Flat 15% off,856.0,37.02,115.56,0.0,0.0,0.0,777.46,5.0,,,,,20.1,5.3,Correctly,,087e947b3d0ba9ac4da0ebf415675ce9778d4086fd839b5d03c962be007f751e
20882652,Aura Pizzas,DLF Phase 1,Delhi NCR,6477740153,"08:07 AM, September 12 2024",Delivered,Zomato Delivery,4km,"1 x Cheesy Garlic Bread, 2 x Chilli Cheese Garlic Bread, 1 x Just Pepperoni Pizza, 1 x Bageecha Pizza, 1 x Mushroom Pizza, 1 x Margherita Pizza, 1 x All About Chicken Pizza, 1 x Jamaican Chicken Melt",,Flat 25% off,5011.0,187.91,1252.75,0.0,0.0,0.0,3946.16,,,,,,42.27,3.0,Correctly,,b0da2e47a5e48fc4cd2d388d0861f54adf20889d122d5e4f371d1d9918fd5fac
20635699,Aura Pizzas,Greater Kailash 2 (GK2),Delhi NCR,6532829173,"08:07 AM, September 12 2024",Delivered,Zomato Delivery,2km,"1 x Angara Paneer Melt, 1 x Jamaican Chicken Melt",,Flat Rs.150 off,978.0,42.9,120.0,0.0,0.0,0.0,900.9,5.0,,,,,17.12,0.6,Correctly,,87914cdf29e9abadd81682bc1f10c5060e5ef20a11a3afa9ecf8b6f48d4fe98c
